Ciphertext,IsRandom
001100001010110101010010011111111100000011010110001000110100011000100010,0
100010000000100000011010010010111000000110110000,0
110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110,1
10110011000011110000001001010010100010101010010110110101,0
00011001101111100100101101111011110001101100110000100100010010000010011000011000101110000010100111100110100110000100001011011110,0
11001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100,1
100001011010100011101111100100110000101101010,1
1011010100011101111100100,1
10010100000000000000100101011110,0
11001001100001011010100011101111100100110000101101010001110111110010011,1
0000001010110111010000110111001111010011,0
00011101101111100101010001111101,0
1000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011,1
110000101101010001110111110010011000010,1
100101100000000000000100010111111000000110101110101111010001100010100111,0
101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101,1
100100010000100100001111010111101001011110100111,0
10001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010,1
1010000100010101000000110101011110010000,0
111001001100001011010100011101111100100110000101101,1
100000100000110100001011010101011000000110110110,0
1010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
1111100100110000101101010001110111,1
101101010001110111110010011000010110101000111,1
1011001100001111000111100101111010001000101011011010010000010010,0
110010011000010110101000111011111001001100001011010100011101111100100110000101101010,1
11101111100100110000101101010,1
1001001100001111000011010101111010010110,0
10101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110,1
0000001010101011010001110110010011001111110101110010001001001010,0
10100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100,1
100110000000000000001001010100001000000110110110,0
1000111011111001001100001011010100,1
101000000000000000011110,0
001000011011101001010110011001101100011011001100,0
00110010101100110100100101100010110010111101101100111111,0
00010010101101110100111101111011110100111101111100100010010101110010001000011001,0
11111001001100001011010100011101111100100110000101101010001110111110010011000010110101,1
000100101011000001010001,0
1001001100001111000000010101011110000001,0
1010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000,1
0001011110101101010011110111000111000010110010100010100101001111001011100000111011111100,0
10000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011,1
101000111011111001001100001011010100011101,1
11100100110000101101010001110111110010011000010110101,1
101000111011111001001100001011010100011101,1
10011000010110101000111011111001001100001011010100011101111,1
00011110101001100101010101100010110001101100110000101111010011000011001100011111111100000011111111111100,0
110111110010011000010110101000111011111001001100001011010100011101111100100110000,1
101000100000110100000101010011011000000110110000,0
100111110000111000000100010100001000000110111011,0
111100100110000101101010001110111,1
101101010001110111110010011,1
10100110000001000000101101010111,0
101100010000111000011101,0
11110010011000010110101000111011111001001100001011010100011101111100100110,1
1110010011000010110101000111011111001001100001011010100011101111100100110000101101010,1
1111100100110000101101010001110111110010011000010,1
111110010011000010110101000111011111,1
10100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
000000011010101101000111011001001100111011010111001010110100110000101001,0
1101111100100110000101101010001110111110010011000010110101000111011111001001100001011,1
1011010100011101111100100,1
001001101011011001001000011100101100110011001001,0
1111100100110000101101010001110111110010011000010110101000111,1
1010000100001001000001010101111010000110101010111011100000011011,0
000100101010110101001001011101011100110011011010001001010100000100100010,0
111100100110000101101010001110,1
101010001110111110010011000010110101000111011111001001,1
1001110100001111000000110101010010001010,0
0010001110101010010100100111011111000001110111110010101101001100,0
000100101011011101001001011000111100010011010110,0
10111110010011000010110101000111011111001001,1
1100100110000101101010001110111110010011000010,1
110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001,1
1111001001100001011010100011101111100100110000101101010001110111110010011,1
00010101101100000100001001111001,0
10111010000000000001100001011110,0
101001010000100000001101010111101000101110101100,0
11101111100100110000101101010001110111110010011000010110,1
1011100100001110000010110101011110000101,0
1001100001011010100011101111100100110000101101010001110,1
10100001000010010000111101011010100101101011010110110101000000111010110011110111,0
000100101010101001010100011110101100011011001001,0
1000111011111001001100001011010100011101111100,1
00010101101100000101000001110011,0
10110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110,1
101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000,1
101101000000000000000110010110001000101110101100,0
1000000100010110000011110101111010010000101100101011101100000011101010001111000111000111,0
111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101,1
110101000111011111001001100001011010100011101111100100110000101101010001,1
10000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
10100010000011100000011001011010100101101110001010110110000100101010100011110111,0
1101111100100110000101101010001110111110010011000010110101,1
1011010100011101111100100110000101101010001110111110010011000010110101000111,1
10110101000011100001100101010011100001011011010110111111,0
11111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001,1
100110000101101010001110111110010011000010110101000111011111001001,1
001000111011111001000010011111111101000011010110,0
111001001100001011010100011101111100,1
1000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110,1
00010011101010100100100001100010110010101101000000101011,0
1011000000001000000110010101010010001010,0
101110000000010000000110010101111001110110100100101111010000010010100001,0
1011011100000110000110000101111010010000,0
10000101101010001110111110010011000010110101000111,1
11110010011000010110101000111011111001001100001011,1
001101011011000001000001,0
110000101101010001110111110010011000010110101000111,1
0010001010101011010100110111001011011010,0
10010110000011100000011001001011100011001010101110111010,0
0000101110111010010001000110010011000010,0
1011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111,1
11000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000,1
00000110101111100101010001110100110011111101101100111110,0
10011000010110101000111011111001001,1
1010000100001001000011110101011110000000101101111011011100011100,0
00100001101010100100101101100110110010001101011100100010,0
0001001110110110010101010111100111001101,0
10011001000000000000011001011110,0
11011111001001100001011010100011101111100100110000101101010001110111110010,1
101101010001110111110010011000010110101000111011111001001100001011010100011101111100100,1
100100010000100100001111010010011001011010111011,0
001100001011000101001101011111111101011111011111,0
1011101000000100000011100101110010000001101010101011101100010000,0
10010011000100110001111101011100100100011010111010110101,0
0001011010101101010000110111010011000110,0
100100110000001000000101010010011000101010110001,0
101101010001110111110010011000010110101000111011111001001100001011010100011,1
000100111011101001000111011100011100111111011011,0
101010001110111110010011000010110101000111011,1
11011111001001100001011010100011101111100100110000,1
101101010001110111110010011000010110101000111011111001001100001011010,1
10100001000101100000101101010111100010001010110110100011,0
10100101000000000001100001011001100010001010011110100110,0
100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111,1
1101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101,1
100001010000100000000100010011111000000110110000,0
00111001101111100100100001110010,0
10100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101,1
111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101,1
10001110111110010011000010110101000111011111001001,1
11100100110000101101010001110111110010011000010110101000111011111001001100,1
10110000000011010001111101011110110001001011010110111100000101101010010111100000,0
101110000000000000010011,0
1011111001001100001011010,1
101110000000000000001101010011101000010110110000,0
10110100000100110000010101011100,0
000100101011000001001000011100101100110011001100,0
0000001010111010010001010110010011000110110010100010110101011111001111100101110011111010001100111111110010011101,0
00100001101110100100011101100101,0
1101111100100110000101101010001110111110010011000010110101000111011111001001,1
11110010011000010110101000111011111001001100001011010100011101111100100110000,1
10111010000000000000011101001000100100001010011110100110,0
10010011000010110101000111011111001001100001011010100,1
00100110101111100101001001110011110100011101110100111110010010000011010000001111,0
11001001100001011010100011101111100100110000101101010001110111110010011000,1
1010000100001101000001010100111110001100,0
1010000100010101000001010100100110001111,0
10110000000010000001111001001111100000011011000010111010,0
100100010000111000000101010100001000110110100111,0
10110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000,1
1110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
111001001100001011010100011101111100100110000101101010001110111110010,1
10010011000100110000011101000010,0
00000110101100000100100101110010110100111101101100101111010001100010001000001110,0
1100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
101000111011111001001100001011,1
1010001110111110010011000010110101000111011111001001100001011,1
10111110000000000001101001001100100011011010110010110011,0
1100001011010100011101111100100110000101101010001110111110010011000010110101000111011111,1
110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000,1
0000000110110111010000110111011111010000110111110010001001011001,0
101101110000110000011111,0
10100100000101000000011001001111100100011011000010110001,0
00110010101111100100010001110100110000101101100100101001,0
00011001101111100100101101100101110101111101101100111110,0
001101011011000001000101011000101100110011001100,0
1000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111,1
1101010001110111110010011000010110101000111011111001001100001011010100011101111,1
1001001100001011010100011101111100100110,1
00011100101010100100101001110011,0
11100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110,1
10100000000000000000001101010111,0
1011111100001110000001000101001010010000101011011010011001010111101001011110110011010010100011101110000101101111,0
10101000111011111001001100001011010100011101111100100110000101,1
11011111001001100001011010100011101111100100110000101101010001110,1
10100011101111100100110000,1
11101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011,1
1111100100110000101101010001110111110010,1
1101010001110111110010011000010110101000111011111001001100001011010100011101111100100,1
000100101011111001010010,0
100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000,1
10101000111011111001001100001011010100011101111100100110000101101010001110111110010011000,1
10100011101111100100110000101101010001,1
101001100001010000011000010100001000000110111011,0
1011010100011101111100100110000101101010001110111110010011000010110,1
101101010001110111110010011000010110101000111011111001001,1
10000010000001000000101101001000,0
111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100,1
101000100000000000011000010010011000101110110110,0
100001100000111000000111010110101001000010101101,0
11010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011,1
10110101000101000000011001010111,0
001100101011000001001001011111011100101011011011,0
111011111001001100001011010100011101111100100110000101101010001,1
10111110010011000010110101000111011111001,1
1111100100110000101101010,1
0011001010101010010001010110001111001110110111000010100101011111,0
1100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111,1
111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001,1
0000001010110001010001110111110111000110,0
0000001010110001010011110110011011000110,0
1010000100010001000010110100100110010110101011011010001100011111101010001111001011000011,0
1001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100,1
10000101101010001110111110010011000010110101000111011111001001100001011010,1
1011011100000000000011010101011110000001,0
00000110101100000100101001110000,0
000100001010100101001001011101011100011011001010,0
1111001001100001011010100011101111100100110000101,1
1001000000000100000010110101010110010111,0
101000010001010100000101010010011000100111100010101001000001001010111101111101111100110110000011,0
11001001100001011010100011101,1
11001001100001011010100011101111100100110000101101010001110,1
11001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011,1
101111100100110000101101010001110111110,1
10111010000000000000011101010110100000011011000010111100000100101010100011100001100010001001110011111011011010100010001110110100,0
1110010011000010110101000111011111001001100001,1
110101000111011111001001100001011010100011101111100100110000101101010001110111,1
10111001000001000001100101001111100101101010011110111000,0
101110100000010000000100,0
00110000101011110101010001111111110000001101000100111000,0
101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011,1
100001011010100011101111100100110000101,1
101100000000110100001011010110001000111110100000101111010000010110101101,0
101100110001001100000111010110101000000010101011101110000001101110100110,0
101101010001001100000101010011101001011110100111,0
10111111000000000000011101010110100010111011011010111100,0
111001001100001011010100011101111100100110000101101010001110111110010011000010110101,1
000001011010101001010100011111011100011011000111,0
1101111100100110000101101,1
0011010010111110010000010111101011000110,0
10001110111110010011000010110101000111011111001001100001011010100011101111100,1
000100111011111001000010011100011100011011001100,0
101001100001010000011000010101011001011110110110101110110001100110101100,0
10110000000011100000101101001001,0
10011101000010100001100001011010,0
110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110,1
1110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000,1
1111001001100001011010100011101111100100110,1
11100100110000101101010001110111110010011000010110101000111011111001001100001011010,1
1011000100000000000110000101101010000111101000111010011000010110,0
101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100,1
1000111011111001001100001011010100011101111100100110000101101010001,1
101111100100110000101101010,1
000000011011101001010010011001001100011011010010,0
0001011010110000010010010110010111000110,0
1011101000010100000001110101011010001101101011001011001100010101101000001111011111001100,0
101101010001110111110010011,1
0000001010101011010010010110010011001000,0
1101010001110111110010011000010110101000111011111001001100,1
00110101101111100101001001110011,0
000100001011001101001010011111111100010011011111001110000100001000110101,0
00010101101010100100010101111101,0
10101000111011111001001100001,1
1000010110101000111011111001001100001011,1
1011100100000000000001000101110010000101101100001011101100011000,0
10100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100,1
111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011,1
0001010010111110010000010111101011000110,0
10111110000000000001100001010000,0
10100001000101100000101101010101,0
10010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010,1
000111001011111001000001011001101100101011011011,0
11101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110,1
11101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011,1
11111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010,1
100011101111100100110000101101010001110111110010011000010110101000111,1
100101000000110100000101010011001000000110110000,0
0000001010101000010011110111000011010111,0
10110101000111011111001001100001011010100011101111100100110000101101010,1
0010010110111110010001000111101011000110,0
1011000100010011000010110101010110000001,0
000100101011011101001111011111101101011011011111001001000101100000100110,0
1011010100011101111100100110000101101010001110111110010011000010110,1
101100010000100100011111010100001000010110110000,0
00000001101110100100011101110000110011001100100100100000,0
110101000111011111001001100001011010100011101111100100110000101101,1
1001011100010010000010010101101010010110101011011011100000010010,0
11001001100001011010100011101111100100110000101101010001110,1
000000111011111001000101011110011100110011010000,0
1001001100010001000110100101011110000001,0
10101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001,1
1010011000001000000011010101111010010110,0
00010101101100000100101001100110110010111101011100100010,0
1111100100110000101101010001110111110010011000010110101000111011111001001,1
1110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000,1
10000101101010001110111110010011000010110101000111011111,1
10110011000100110000100101001111100011011010000111110100000100011010011011111101,0
110101000111011111001001100001011010100011101111100100,1
00110010101101110100011101101111110011001100101000101001,0
1111100100110000101101010001110111110010011000010110101000111011111001,1
101110100000100000011010010010111000101110110010101110110000001110101000111010001101110110011100,0
100000010001000100011000010101001001000110110110,0
1100001011010100011101111,1
111011111001001100001011010100011101111100100110000101101010001110111110010,1
100100110000101101010001110111110010011,1
11110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010,1
1011010100011101111100100110000101101010001110111110010011000010110101,1
110000101101010001110111,1
11101111100100110000101101010001110111110,1
001100101011111001010101011000101100111111011011,0
1010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100,1
110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100,1
11000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001,1
1000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100,1
000100111011111001010010,0
000001011010101001010100011110001101000011001010001000110100001100100010,0
10010011000010110101000111011111001001100001011010100011101111100100110000101101,1
001000011011001101000111011110001100011011001010,0
1010100011101111100100110000101101010001110,1
1101010001110111110010011000010110,1
10111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010,1
1101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
00010110101010100100101001111010,0
001001011010110101000111011000001100011011010010,0
1101111100100110000101101010001110111110010011000,1
101010001110111110010011000,1
000100101010101001000101011111011100110011010001,0
0000001010110111010000110111101011000111110010110010111101000110,0
1010001110111110010011000010110101000111011111001001100001011010100011101111100100110,1
0000000110110110010101100111111111010111,0
10101000111011111001001100001011010100011101111100,1
101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110,1
100101100000111000001101,0
10110001000010010000111101011110100100001010001110111100,0
1111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011,1
11101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010,1
10000101101010001110111110010011000010110101000111011111001,1
10110110000011100000011001001011100011001010101110111010,0
1110111110010011000010110101000111011111001001100001011010,1
001000101010111101010100011110011101011011001010,0
1011111001001100001011010100011101111100100110000101101,1
001001011010101001010100011110001100101011001110,0
100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
1011010100011101111100100110000101101010001110111110010011000,1
11011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011,1
1001011100000000000011010101011110000001,0
1001001100001011010100011101111100100110000101101010001110111110010,1
00010000101011010100010101100010110010101101110101101100010010110010100000000100,0
1111100100110000101101010,1
00011011101111100100010101111101110001111101111100111011,0
101000100000010000011110010010011000000110101110,0
100110000101101010001110111110010,1
1111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111,1
000101011011000001000001,0
10001110111110010011000010110101000111011,1
100100010000010000000110010111101001011010111011,0
101101010001110111110010011000010110101000111011111001001100001011,1
110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
110101000111011111001001100001011010100011101,1
111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100,1
1000010110101000111011111001001100001011010100011101111100100110000101101,1
10101000111011111001001100001011010100011101111100,1
101010001110111110010011000010110101000111011111001001100001011010100011101111100,1
001100001011110001001001011001001100110111001101,0
0000000010101010010001110111111111001111,0
1010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100,1
1101010001110111110010011000010110101000111011111001001100,1
100100000000000000000100010110101000101010100011,0
1010000000000000000111000101111010001010,0
10110110000101000000100101010000,0
1110010011000010110101000111011111001001100001011010100011101111100100110,1
10010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101,1
100000100000010000000100010110001000110110101110,0
10110100000010000001100101010011,0
10100010000001000000101101011000100010111010000110111111,0
100011101111100100110000101101010001110111110010011000010110101000111011111001,1
10110101000111011111001001100001011010100011101111100100110000101101010001110111110,1
1101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000,1
00000011101101110100111101111000110011001101110100101001010111110010100000001111,0
000111101010100001001010,0
1111001001100001011010100011101111100100110,1
110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010,1
10011000010110101000111011111001001100001011010100011101111100100110000101101010001110111,1
00000010101011110100011101100100110100011101000100111011,0
100001011010100011101111100100110000101101010001110111110010011000,1
1001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111,1
101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110,1
1110010011000010110101000111011111001001100001011010100011101111,1
101000111011111001001100001,1
10000101101010001110111110010011000010110101000111011111001001100001011010100011101,1
1001011100001101000011110100101110001100101000111011101000000011,0
100001100001010000011000010101011000110110110010,0
11111001001100001011010100011101111100100110000,1
100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100,1
11111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011,1
100100110000111100000001010100101001000010100011,0
1001000000000100000001100101010010010011,0
11101111100100110000101101010001110111110010011000010110101000111011111001001100,1
11000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011,1
1010001110111110010011000010110101000111011111001001100001011010100011101,1
110000101101010001110111110010011,1
00011001101111100101010001100100110010101101101100111110,0
111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001,1
10101000111011111001001100001011010100011101111100100110000101101010001110111,1
00011100101111100100101101111011110011001100101000100100,0
000001011010101001010100011000101100111111011011,0
100001100001001100001011010011011000000110101110,0
10100000000010010000001101010101100010111010000110110001000001011010011011110110,0
1101111100100110000101101010001110111110010011000010110101000111011111001,1
1110010011000010110101000111011111001001100001011010100011101111100100110000101,1
1000111011111001001100001011,1
001010111011011001010110011001101100011011001100,0
101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101,1
00110000101011010101001101110001110101101101001000101101,0
1110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
10100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110,1
10110001000100110000010101001100,0
001100101011000001001010011110011101011011001100,0
10101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100,1
101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111,1
0001001010111110010101000111011111000000110111110011111001001100,0
110010011000010110101000,1
100110000101101010001110111110010011000010110101000111011111,1
10011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111,1
00011000101111010100001101101110,0
1111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101,1
10110001000010010000001101010110100101001010001110111010000011011010110011100000,0
10001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111,1
000110111011101001001010011110101101101011011000001001010101111000101111,0
1000111011111001001100001011010100011101111100100110000101101010001110111,1
1110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
11101111100100110000101101010001110111110010011,1
1100001011010100011101111100100110000101101010001110111,1
1010100011101111100100110000101101010001110111110010011,1
0001100110111010010101000111101111001010110010100110110001001110001101010001110111111010,0
1010100011101111100100110000101101010001110111110010011000010110101000111011111,1
0001110110110011010001110111101111000010,0
10110101000111011111001001100001011010100011101111100100110,1
1101111100100110000101101010001110,1
11010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100,1
001101101010101001001111011000101100001011001100,0
001101101011011001001000011100011100011011001100,0
1001000000010011000001010101100010000111101011011011100000011110,0
1101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010,1
1011010100011101111100100110000101101010001110111110010011000,1
1011010000010011000000110101110010000101101101101011000100010101101000001111011111001100,0
1111001001100001011010100011,1
10111111000001000000111101001001100011111010001110100000,0
001000111011111001000100011101001100101011001010,0
101010001110111110010011000010110101000111011111001001100001,1
111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011,1
11011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011,1
10111110000110000000010001000011,0
1111100100110000101101010001110,1
10111110000010000000010101010101,0
1000010110101000111011111001001100001011010100011101111100100110000101101010001110111,1
000110011011101001001000,0
001001011011000001001011011101111101011111010001,0
00110010101110100100101001100010110101101101110100101001,0
1011111001001100001011010100011101111100100110000101101010,1
110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000,1
110010011000010110101000111011111001001100001011010100011101111100100110,1
101100000000000000001000010101001000101110101100,0
101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010,1
1010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000,1
100100110000101101010001110111110010011000010110101000111011111001001,1
000101011011000001001000011111011100011011000111,0
001000101011011001001010011000001100011011001100,0
11000010110101000111011111001001100001011010100011101111100100110000101101010001110111110,1
1100100110000101101010001,1
11111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100,1
1011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111,1
1011000100001110000010000100100110000101,0
100100000000111000011110010011111000100010100111,0
1100001011010100011101111100,1
10100110000001000001100001010101,0
001100111011111001001000011101111100110111011111,0
1010100011101111100100110000101101010001110111110010011000010110101000111011111001001100,1
1010100000000100000010000100100110000101,0
1000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101,1
101000100000111000011000010110001001000110110010101111010001100110101100,0
10110101000010000001100001011010100000101010010010110001,0
1001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010,1
10001110111110010011000010110101000111011111001001100001011010100011101,1
100000010001010000000111010101101000000110110000,0
111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101,1
111011111001001100001011010100011101111100100110000101101010001110111110010011000010,1
000101001011001101001101,0
101100110001011100000101010110001000000110110110,0
100011101111100100110000101101010,1
1101010001110111110010011000010110101000111011111001001100001,1
1001001100001011010100011101111100100110000101101010001110111110010011000010110101000,1
111100100110000101101010001110,1
100100110000101101010001110111110010011000010110101000,1
101010001110111110010011000010110101000111011111001001100001011010100,1
00011101101110100100100101100110110000101100110000101000,0
111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
10011000010110101000111011111001001100001011,1
001100101011111001001000011100101100111111011011,0
1010000100001001000011110101111010010100,0
0001111010101011010100100111001111010001,0
100001011010100011101111100100110000101101010001110,1
000001011011000001010011011101011100001011010000,0
1111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101,1
111011111001001100001011010100011101111100100110000101,1
1111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101,1
101000000000000000001000010110011000110110110110,0
10111110010011000010110101000111011111001001100001011,1
0001001010110000010001010111110111000010110010100010001101000010,0
1110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
100100010000000000000100010111111000100010100111,0
101111010001001100001011010101011000001110110111101000000001011010100111,0
000001101011000001001011011101001100001011001010,0
10100110000100110000010101001011100011011010000110110110000111101011101111100001,0
100101000000100000001101010011101001011010100111,0
111001001100001011010100011101111100100110000,1
001110111011111001000101011111011100011011001010,0
1011010100001000000010110101010110010000111000101010010000010110101001111110000111001001,0
100000100000100000000100010111101000010110110010101001000001101110101100,0
1011110100010101000111100101111010010110,0
1101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110,1
10100011101111100100110000101101010001110111110010011000010110101000111011111001001100,1
000100111011001101000111011101011100100011011100001001010101111100100011,0
001110101011011001010010011000101100011011010000,0
11001001100001011010100011101111100100110000101101010001110111110010011000010110,1
100110000101101010001110111110010011000010,1
111100100110000101101010001110111110010011000010110101000111011111001001100,1
1000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101,1
1001111100000000000001000101110010001011,0
000101001011001001010011,0
10111001000010000000010001011100100000101010101110100111000111111010110011110111,0
10000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
101010001110111110010011000,1
1100100110000101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001,1
10011000010110101000111011111001001,1
11110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110,1
1100001011010100011101111100100110000101101010001110111110010011000010110,1
101100010001010000011000010101111000000110110101,0
000100101011011101010011011111011100001011001100,0
1010010100001001000010110101011110000001,0
1011010100010011000011110101100110000001,0
001100111011111001010101011111011100011011001010,0
100011101111100100110000101101010001110111110010011,1
1011101000001110000110000100100010000001,0
1100001011010100011101111100100110000101,1
10100011101111100100110000101101010001110111110010011000010110101000111011111,1
001000101010101001001011011110111100011011001100,0
00110111101111100100010101110011,0
0011010010110001010100000111111111010001110100010010001001000000001000100001001011101100,0
10010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010011000010110101000111011111,1
10100101000000000000110101001111100001011010101110111000,0
101101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101010001110111110010,1
101010001110111110010011000010110101000111011111001001100001011010100011101111100100110000101101,1
101101000001001100001011010101011000011110101101101110000001111010100111,0
000000011011000001010100011101011101011011001110001001010100001100100010,0
000000011011111001010100011001001100110011001010,0
1011111100010100000110000100100110000001101011101011000100000011,0
1010100011101111100100110000101101010001110111110010011000010110101000111011111001001100001011010100011,1
000111001011101001010100011110101100101011010000,0
11000010110101000111011111001001100001,1
000101111011000001011110,0
